Alex Cejka,0.455117058488,22,
Danny Lee,-0.107646621387,31,
Webb Simpson,0.412478924916,22,
Tyrone Van Aswegen,-0.160816314418,21,
Matt Jones,0.25662739298,24,
Scott Piercy,-0.063979363079,24,
S.J. Park,0.0315075282015,11,
Will Wilcox,0.0727014870804,19,
Hunter Mahan,0.359144363159,24,
1,0.592333938653,37,
Morgan Hoffmann,-0.0530034464387,26,
David Toms,-0.17868028647,16,
Rory McIlroy,0.441852041303,14,
Smylie Kaufman,0.329632863643,13,
Nick Taylor,0.00141892566517,26,
Zac Blair,-0.197502261006,30,
Mark Hubbard,0.412020384538,25,
Robert Garrigus,-0.262097016582,18,
Keegan Bradley,-0.0101037017644,25,
Robert Allenby,-0.573528395087,19,
Greg Owen,0.219213041211,23,
Luke List,-0.16950622222,11,
Robert Streb,0.25934715175,29,
Carlos Ortiz,-0.0199407898561,26,
Paul Casey,0.398094217446,21,
Angel Cabrera,-0.0571313567418,18,
Colt Knost,0.290122427541,25,
Chez Reavie,0.421580160453,20,
Andrew Svoboda,-0.737002963557,14,
Brendon de Jonge,0.0353879366736,31,
Seung-Yul Noh,0.0865409811503,22,
Chris Kirk,0.314915893806,19,
Brice Garnett,-0.278855388829,19,
Branden Grace,0.330649394651,15,
Charles Howell III,0.340896870002,28,
Jim Herman,0.164030663697,26,
Geoff Ogilvy,-0.217620848935,19,
Bryce Molder,0.167323151592,26,
Carl Pettersson,-0.058331408748,26,
Ryan Moore,0.192544637527,22,
Sam Saunders,-0.120876151339,23,
John Merrick,-0.175212734486,16,
Cameron Tringale,0.236980902189,28,
Kevin Kisner,0.232269490769,27,
Jarrod Lyle,-0.729461956165,12,
Ollie Schniederjans,0.610362355923,11,
Steven Bowditch,0.0048095777861,28,
Sergio Garcia,0.428250872124,14,
Brett Stegmaier,0.0826495928509,13,
Ken Duke,-0.114676821907,21,
Trevor Immelman,-0.967996484356,12,
Scott Langley,-0.0154662711772,22,
Jamie Lovemark,0.335276401912,13,
Jimmy Walker,0.280762633523,23,
Kevin Streelman,0.210952503461,24,
Jamie Donaldson,0.223118765797,12,
Brian Harman,-0.0561152128691,31,
Anirban Lahiri,0.220073136336,17,
Chad Campbell,-0.0119627495355,27,
Martin Laird,0.131750630262,24,
Graeme McDowell,-0.226984196963,16,
Chris Stroud,-0.0632089467234,25,
Jonathan Byrd,0.202721196103,15,
Max Homa,-0.223962701553,12,
John Peterson,-0.0724447276233,12,
Padraig Harrington,0.170538091094,18,
Brian Stuard,-0.106291521652,18,
Johnson Wagner,-0.209720951493,24,
